Time,Omega,Omega,Omega,Omega,AxlTrq,BrkPrs
16.42,32.89828,0,0,0,4.666116e-310,4.666116e-310
16.43,32.89784,0,0,0,4.666116e-310,4.666116e-310
16.44,32.89739,0,0,0,4.666116e-310,4.666116e-310
16.45,32.89695,0,0,0,4.666116e-310,4.666116e-310
16.46,32.8965,0,0,0,4.666116e-310,4.666116e-310
16.47,32.89606,0,0,0,4.666116e-310,4.666116e-310
16.48,32.89562,0,0,0,4.666116e-310,4.666116e-310
16.49,32.89517,0,0,0,4.666116e-310,4.666116e-310
16.5,32.89473,0,0,0,4.666116e-310,4.666116e-310
16.51,32.89428,0,0,0,4.666116e-310,4.666116e-310
16.52,32.89384,0,0,0,4.666116e-310,4.666116e-310
16.53,32.89339,0,0,0,4.666116e-310,4.666116e-310
16.54,32.89295,0,0,0,4.666116e-310,4.666116e-310
16.55,32.8925,0,0,0,4.666116e-310,4.666116e-310
16.56,32.89206,0,0,0,4.666116e-310,4.666116e-310
16.57,32.89162,0,0,0,4.666116e-310,4.666116e-310
16.58,32.89117,0,0,0,4.666116e-310,4.666116e-310
16.59,32.89073,0,0,0,4.666116e-310,4.666116e-310
16.6,32.89028,0,0,0,4.666116e-310,4.666116e-310
16.61,32.88984,0,0,0,4.666116e-310,4.666116e-310
16.62,32.88939,0,0,0,4.666116e-310,4.666116e-310
16.63,32.88895,0,0,0,4.666116e-310,4.666116e-310
16.64,32.8885,0,0,0,4.666116e-310,4.666116e-310
16.65,32.88806,0,0,0,4.666116e-310,4.666116e-310
16.66,32.88761,0,0,0,4.666116e-310,4.666116e-310
16.67,32.88717,0,0,0,4.666116e-310,4.666116e-310
16.68,32.88673,0,0,0,4.666116e-310,4.666116e-310
16.69,32.88628,0,0,0,4.666116e-310,4.666116e-310
16.7,32.88584,0,0,0,4.666116e-310,4.666116e-310
16.71,32.88539,0,0,0,4.666116e-310,4.666116e-310
16.72,32.88495,0,0,0,4.666116e-310,4.666116e-310
16.73,32.8845,0,0,0,4.666116e-310,4.666116e-310
16.74,32.88406,0,0,0,4.666116e-310,4.666116e-310
16.75,32.88362,0,0,0,4.666116e-310,4.666116e-310
16.76,32.88317,0,0,0,4.666116e-310,4.666116e-310
16.77,32.88273,0,0,0,4.666116e-310,4.666116e-310
16.78,32.88228,0,0,0,4.666116e-310,4.666116e-310
16.79,32.88184,0,0,0,4.666116e-310,4.666116e-310
16.8,32.88139,0,0,0,4.666116e-310,4.666116e-310
16.81,32.88095,0,0,0,4.666116e-310,4.666116e-310
16.82,32.8805,0,0,0,4.666116e-310,4.666116e-310
16.83,32.88006,0,0,0,4.666116e-310,4.666116e-310
16.84,32.87962,0,0,0,4.666116e-310,4.666116e-310
16.85,32.87917,0,0,0,4.666116e-310,4.666116e-310
16.86,32.87873,0,0,0,4.666116e-310,4.666116e-310
16.87,32.87828,0,0,0,4.666116e-310,4.666116e-310
16.88,32.87784,0,0,0,4.666116e-310,4.666116e-310
16.89,32.87739,0,0,0,4.666116e-310,4.666116e-310
16.9,32.87695,0,0,0,4.666116e-310,4.666116e-310
16.91,32.87651,0,0,0,4.666116e-310,4.666116e-310
16.92,32.87606,0,0,0,4.666116e-310,4.666116e-310
16.93,32.87562,0,0,0,4.666116e-310,4.666116e-310
16.94,32.87517,0,0,0,4.666116e-310,4.666116e-310
16.95,32.87473,0,0,0,4.666116e-310,4.666116e-310
16.96,32.87428,0,0,0,4.666116e-310,4.666116e-310
16.97,32.87384,0,0,0,4.666116e-310,4.666116e-310
16.98,32.8734,0,0,0,4.666116e-310,4.666116e-310
16.99,32.87295,0,0,0,4.666116e-310,4.666116e-310
17,32.87251,0,0,0,4.666116e-310,4.666116e-310
17.01,32.87206,0,0,0,4.666116e-310,4.666116e-310
17.02,32.87162,0,0,0,4.666116e-310,4.666116e-310
17.03,32.87118,0,0,0,4.666116e-310,4.666116e-310
17.04,32.87073,0,0,0,4.666116e-310,4.666116e-310
17.05,32.87029,0,0,0,4.666116e-310,4.666116e-310
17.06,32.86984,0,0,0,4.666116e-310,4.666116e-310
17.07,32.8694,0,0,0,4.666116e-310,4.666116e-310
17.08,32.86895,0,0,0,4.666116e-310,4.666116e-310
17.09,32.86851,0,0,0,4.666116e-310,4.666116e-310
17.1,32.86807,0,0,0,4.666116e-310,4.666116e-310
17.11,32.86762,0,0,0,4.666116e-310,4.666116e-310
17.12,32.86718,0,0,0,4.666116e-310,4.666116e-310
17.13,32.86673,0,0,0,4.666116e-310,4.666116e-310
17.14,32.86629,0,0,0,4.666116e-310,4.666116e-310
17.15,32.86585,0,0,0,4.666116e-310,4.666116e-310
17.16,32.8654,0,0,0,4.666116e-310,4.666116e-310
17.17,32.86496,0,0,0,4.666116e-310,4.666116e-310
17.18,32.86451,0,0,0,4.666116e-310,4.666116e-310
17.19,32.86407,0,0,0,4.666116e-310,4.666116e-310
17.2,32.86362,0,0,0,4.666116e-310,4.666116e-310
17.21,32.86318,0,0,0,4.666116e-310,4.666116e-310
17.22,32.86274,0,0,0,4.666116e-310,4.666116e-310
17.23,32.86229,0,0,0,4.666116e-310,4.666116e-310
17.24,32.86185,0,0,0,4.666116e-310,4.666116e-310
17.25,32.8614,0,0,0,4.666116e-310,4.666116e-310
17.26,32.86096,0,0,0,4.666116e-310,4.666116e-310
17.27,32.86052,0,0,0,4.666116e-310,4.666116e-310
17.28,32.86007,0,0,0,4.666116e-310,4.666116e-310
17.29,32.85963,0,0,0,4.666116e-310,4.666116e-310
17.3,32.85918,0,0,0,4.666116e-310,4.666116e-310
17.31,32.85874,0,0,0,4.666116e-310,4.666116e-310
17.32,32.8583,0,0,0,4.666116e-310,4.666116e-310
17.33,32.85785,0,0,0,4.666116e-310,4.666116e-310
17.34,32.85741,0,0,0,4.666116e-310,4.666116e-310
17.35,32.85696,0,0,0,4.666116e-310,4.666116e-310
17.36,32.85652,0,0,0,4.666116e-310,4.666116e-310
17.37,32.85608,0,0,0,4.666116e-310,4.666116e-310
17.38,32.85563,0,0,0,4.666116e-310,4.666116e-310
17.39,32.85519,0,0,0,4.666116e-310,4.666116e-310
17.4,32.85474,0,0,0,4.666116e-310,4.666116e-310
17.41,32.8543,0,0,0,4.666116e-310,4.666116e-310
17.42,32.85386,0,0,0,4.666116e-310,4.666116e-310
17.43,32.85341,0,0,0,4.666116e-310,4.666116e-310
17.44,32.85297,0,0,0,4.666116e-310,4.666116e-310
17.45,32.85252,0,0,0,4.666116e-310,4.666116e-310
17.46,32.85208,0,0,0,4.666116e-310,4.666116e-310
17.47,32.85164,0,0,0,4.666116e-310,4.666116e-310
17.48,32.85119,0,0,0,4.666116e-310,4.666116e-310
17.49,32.85075,0,0,0,4.666116e-310,4.666116e-310
17.5,32.8503,0,0,0,4.666116e-310,4.666116e-310
17.51,32.84986,0,0,0,4.666116e-310,4.666116e-310
17.52,32.84942,0,0,0,4.666116e-310,4.666116e-310
17.53,32.84897,0,0,0,4.666116e-310,4.666116e-310
17.54,32.84853,0,0,0,4.666116e-310,4.666116e-310
17.55,32.84808,0,0,0,4.666116e-310,4.666116e-310
17.56,32.84764,0,0,0,4.666116e-310,4.666116e-310
17.57,32.8472,0,0,0,4.666116e-310,4.666116e-310
17.58,32.84675,0,0,0,4.666116e-310,4.666116e-310
17.59,32.84631,0,0,0,4.666116e-310,4.666116e-310
17.6,32.84587,0,0,0,4.666116e-310,4.666116e-310
17.61,32.84542,0,0,0,4.666116e-310,4.666116e-310
17.62,32.84498,0,0,0,4.666116e-310,4.666116e-310
17.63,32.84453,0,0,0,4.666116e-310,4.666116e-310
17.64,32.84409,0,0,0,4.666116e-310,4.666116e-310
17.65,32.84365,0,0,0,4.666116e-310,4.666116e-310
17.66,32.8432,0,0,0,4.666116e-310,4.666116e-310
17.67,32.84276,0,0,0,4.666116e-310,4.666116e-310
17.68,32.84231,0,0,0,4.666116e-310,4.666116e-310
17.69,32.84187,0,0,0,4.666116e-310,4.666116e-310
17.7,32.84143,0,0,0,4.666116e-310,4.666116e-310
17.71,32.84098,0,0,0,4.666116e-310,4.666116e-310
17.72,32.84054,0,0,0,4.666116e-310,4.666116e-310
17.73,32.8401,0,0,0,4.666116e-310,4.666116e-310
17.74,32.83965,0,0,0,4.666116e-310,4.666116e-310
17.75,32.83921,0,0,0,4.666116e-310,4.666116e-310
17.76,32.83876,0,0,0,4.666116e-310,4.666116e-310
17.77,32.83832,0,0,0,4.666116e-310,4.666116e-310
17.78,32.83788,0,0,0,4.666116e-310,4.666116e-310
17.79,32.83743,0,0,0,4.666116e-310,4.666116e-310
17.8,32.83699,0,0,0,4.666116e-310,4.666116e-310
17.81,32.83655,0,0,0,4.666116e-310,4.666116e-310
17.82,32.8361,0,0,0,4.666116e-310,4.666116e-310
17.83,32.83566,0,0,0,4.666116e-310,4.666116e-310
17.84,32.83521,0,0,0,4.666116e-310,4.666116e-310
17.85,32.83477,0,0,0,4.666116e-310,4.666116e-310
17.86,32.83433,0,0,0,4.666116e-310,4.666116e-310
17.87,32.83388,0,0,0,4.666116e-310,4.666116e-310
17.88,32.83344,0,0,0,4.666116e-310,4.666116e-310
17.89,32.833,0,0,0,4.666116e-310,4.666116e-310
17.9,32.83255,0,0,0,4.666116e-310,4.666116e-310
17.91,32.83211,0,0,0,4.666116e-310,4.666116e-310
17.92,32.83166,0,0,0,4.666116e-310,4.666116e-310
17.93,32.83122,0,0,0,4.666116e-310,4.666116e-310
17.94,32.83078,0,0,0,4.666116e-310,4.666116e-310
17.95,32.83033,0,0,0,4.666116e-310,4.666116e-310
17.96,32.82989,0,0,0,4.666116e-310,4.666116e-310
17.97,32.82945,0,0,0,4.666116e-310,4.666116e-310
17.98,32.829,0,0,0,4.666116e-310,4.666116e-310
17.99,32.82856,0,0,0,4.666116e-310,4.666116e-310
18,32.82812,0,0,0,4.666116e-310,4.666116e-310
18.01,32.82767,0,0,0,4.666116e-310,4.666116e-310
18.02,32.82723,0,0,0,4.666116e-310,4.666116e-310
18.03,32.82678,0,0,0,4.666116e-310,4.666116e-310
18.04,32.82634,0,0,0,4.666116e-310,4.666116e-310
18.05,32.8259,0,0,0,4.666116e-310,4.666116e-310
18.06,32.82545,0,0,0,4.666116e-310,4.666116e-310
18.07,32.82501,0,0,0,4.666116e-310,4.666116e-310
18.08,32.82457,0,0,0,4.666116e-310,4.666116e-310
18.09,32.82412,0,0,0,4.666116e-310,4.666116e-310
18.1,32.82368,0,0,0,4.666116e-310,4.666116e-310
18.11,32.82324,0,0,0,4.666116e-310,4.666116e-310
18.12,32.82279,0,0,0,4.666116e-310,4.666116e-310
18.13,32.82235,0,0,0,4.666116e-310,4.666116e-310
18.14,32.82191,0,0,0,4.666116e-310,4.666116e-310
18.15,32.82146,0,0,0,4.666116e-310,4.666116e-310
18.16,32.82102,0,0,0,4.666116e-310,4.666116e-310
18.17,32.82057,0,0,0,4.666116e-310,4.666116e-310
18.18,32.82013,0,0,0,4.666116e-310,4.666116e-310
18.19,32.81969,0,0,0,4.666116e-310,4.666116e-310
18.2,32.81924,0,0,0,4.666116e-310,4.666116e-310
18.21,32.8188,0,0,0,4.666116e-310,4.666116e-310
18.22,32.81836,0,0,0,4.666116e-310,4.666116e-310
18.23,32.81791,0,0,0,4.666116e-310,4.666116e-310
18.24,32.81747,0,0,0,4.666116e-310,4.666116e-310
18.25,32.81703,0,0,0,4.666116e-310,4.666116e-310
18.26,32.81658,0,0,0,4.666116e-310,4.666116e-310
18.27,32.81614,0,0,0,4.666116e-310,4.666116e-310
18.28,32.8157,0,0,0,4.666116e-310,4.666116e-310
18.29,32.81525,0,0,0,4.666116e-310,4.666116e-310
18.3,32.81481,0,0,0,4.666116e-310,4.666116e-310
18.31,32.81437,0,0,0,4.666116e-310,4.666116e-310
18.32,32.81392,0,0,0,4.666116e-310,4.666116e-310
18.33,32.81348,0,0,0,4.666116e-310,4.666116e-310
18.34,32.81304,0,0,0,4.666116e-310,4.666116e-310
18.35,32.81259,0,0,0,4.666116e-310,4.666116e-310
18.36,32.81215,0,0,0,4.666116e-310,4.666116e-310
18.37,32.81171,0,0,0,4.666116e-310,4.666116e-310
18.38,32.81126,0,0,0,4.666116e-310,4.666116e-310
18.39,32.81082,0,0,0,4.666116e-310,4.666116e-310
18.4,32.81038,0,0,0,4.666116e-310,4.666116e-310
18.41,32.80993,0,0,0,4.666116e-310,4.666116e-310
18.42,32.80949,0,0,0,4.666116e-310,4.666116e-310
18.43,32.80905,0,0,0,4.666116e-310,4.666116e-310
18.44,32.8086,0,0,0,4.666116e-310,4.666116e-310
18.45,32.80816,0,0,0,4.666116e-310,4.666116e-310
18.46,32.80772,0,0,0,4.666116e-310,4.666116e-310
18.47,32.80727,0,0,0,4.666116e-310,4.666116e-310
18.48,32.80683,0,0,0,4.666116e-310,4.666116e-310
18.49,32.80639,0,0,0,4.666116e-310,4.666116e-310
18.5,32.80594,0,0,0,4.666116e-310,4.666116e-310
18.51,32.8055,0,0,0,4.666116e-310,4.666116e-310
18.52,32.80506,0,0,0,4.666116e-310,4.666116e-310
18.53,32.80461,0,0,0,4.666116e-310,4.666116e-310
18.54,32.80417,0,0,0,4.666116e-310,4.666116e-310
18.55,32.80373,0,0,0,4.666116e-310,4.666116e-310
18.56,32.80328,0,0,0,4.666116e-310,4.666116e-310
18.57,32.80284,0,0,0,4.666116e-310,4.666116e-310
18.58,32.8024,0,0,0,4.666116e-310,4.666116e-310
18.59,32.80195,0,0,0,4.666116e-310,4.666116e-310
18.6,32.80151,0,0,0,4.666116e-310,4.666116e-310
18.61,32.80107,0,0,0,4.666116e-310,4.666116e-310
18.62,32.80062,0,0,0,4.666116e-310,4.666116e-310
18.63,32.80018,0,0,0,4.666116e-310,4.666116e-310
18.64,32.79974,0,0,0,4.666116e-310,4.666116e-310
18.65,32.79929,0,0,0,4.666116e-310,4.666116e-310
18.66,32.79885,0,0,0,4.666116e-310,4.666116e-310
18.67,32.79841,0,0,0,4.666116e-310,4.666116e-310
18.68,32.79796,0,0,0,4.666116e-310,4.666116e-310
18.69,32.79752,0,0,0,4.666116e-310,4.666116e-310
18.7,32.79708,0,0,0,4.666116e-310,4.666116e-310
18.71,32.79663,0,0,0,4.666116e-310,4.666116e-310
18.72,32.79619,0,0,0,4.666116e-310,4.666116e-310
18.73,32.79575,0,0,0,4.666116e-310,4.666116e-310
18.74,32.7953,0,0,0,4.666116e-310,4.666116e-310
18.75,32.79486,0,0,0,4.666116e-310,4.666116e-310
18.76,32.79442,0,0,0,4.666116e-310,4.666116e-310
18.77,32.79397,0,0,0,4.666116e-310,4.666116e-310
18.78,32.79353,0,0,0,4.666116e-310,4.666116e-310
18.79,32.79309,0,0,0,4.666116e-310,4.666116e-310
18.8,32.79264,0,0,0,4.666116e-310,4.666116e-310
18.81,32.7922,0,0,0,4.666116e-310,4.666116e-310
18.82,32.79176,0,0,0,4.666116e-310,4.666116e-310
18.83,32.79132,0,0,0,4.666116e-310,4.666116e-310
18.84,32.79087,0,0,0,4.666116e-310,4.666116e-310
18.85,32.79043,0,0,0,4.666116e-310,4.666116e-310
18.86,32.78999,0,0,0,4.666116e-310,4.666116e-310
18.87,32.78954,0,0,0,4.666116e-310,4.666116e-310
18.88,32.7891,0,0,0,4.666116e-310,4.666116e-310
18.89,32.78866,0,0,0,4.666116e-310,4.666116e-310
18.9,32.78821,0,0,0,4.666116e-310,4.666116e-310
18.91,32.78777,0,0,0,4.666116e-310,4.666116e-310
18.92,32.78733,0,0,0,4.666116e-310,4.666116e-310
18.93,32.78688,0,0,0,4.666116e-310,4.666116e-310
18.94,32.78644,0,0,0,4.666116e-310,4.666116e-310
18.95,32.786,0,0,0,4.666116e-310,4.666116e-310
18.96,32.78556,0,0,0,4.666116e-310,4.666116e-310
18.97,32.78511,0,0,0,4.666116e-310,4.666116e-310
18.98,32.78467,0,0,0,4.666116e-310,4.666116e-310
18.99,32.78423,0,0,0,4.666116e-310,4.666116e-310
19,32.78378,0,0,0,4.666116e-310,4.666116e-310
19.01,32.78334,0,0,0,4.666116e-310,4.666116e-310
19.02,32.7829,0,0,0,4.666116e-310,4.666116e-310
19.03,32.78245,0,0,0,4.666116e-310,4.666116e-310
19.04,32.78201,0,0,0,4.666116e-310,4.666116e-310
19.05,32.78157,0,0,0,4.666116e-310,4.666116e-310
19.06,32.78113,0,0,0,4.666116e-310,4.666116e-310
19.07,32.78068,0,0,0,4.666116e-310,4.666116e-310
19.08,32.78024,0,0,0,4.666116e-310,4.666116e-310
19.09,32.7798,0,0,0,4.666116e-310,4.666116e-310
19.1,32.77935,0,0,0,4.666116e-310,4.666116e-310
19.11,32.77891,0,0,0,4.666116e-310,4.666116e-310
19.12,32.77847,0,0,0,4.666116e-310,4.666116e-310
19.13,32.77802,0,0,0,4.666116e-310,4.666116e-310
19.14,32.77758,0,0,0,4.666116e-310,4.666116e-310
19.15,32.77714,0,0,0,4.666116e-310,4.666116e-310
19.16,32.7767,0,0,0,4.666116e-310,4.666116e-310
19.17,32.77625,0,0,0,4.666116e-310,4.666116e-310
19.18,32.77581,0,0,0,4.666116e-310,4.666116e-310
19.19,32.77537,0,0,0,4.666116e-310,4.666116e-310
19.2,32.77492,0,0,0,4.666116e-310,4.666116e-310
19.21,32.77448,0,0,0,4.666116e-310,4.666116e-310
19.22,32.77404,0,0,0,4.666116e-310,4.666116e-310
19.23,32.7736,0,0,0,4.666116e-310,4.666116e-310
19.24,32.77315,0,0,0,4.666116e-310,4.666116e-310
19.25,32.77271,0,0,0,4.666116e-310,4.666116e-310
19.26,32.77227,0,0,0,4.666116e-310,4.666116e-310
19.27,32.77182,0,0,0,4.666116e-310,4.666116e-310
19.28,32.77138,0,0,0,4.666116e-310,4.666116e-310
19.29,32.77094,0,0,0,4.666116e-310,4.666116e-310
19.3,32.7705,0,0,0,4.666116e-310,4.666116e-310
19.31,32.77005,0,0,0,4.666116e-310,4.666116e-310
19.32,32.76961,0,0,0,4.666116e-310,4.666116e-310
19.33,32.76917,0,0,0,4.666116e-310,4.666116e-310
19.34,32.76872,0,0,0,4.666116e-310,4.666116e-310
19.35,32.76828,0,0,0,4.666116e-310,4.666116e-310
19.36,32.76784,0,0,0,4.666116e-310,4.666116e-310
19.37,32.7674,0,0,0,4.666116e-310,4.666116e-310
19.38,32.76695,0,0,0,4.666116e-310,4.666116e-310
19.39,32.76651,0,0,0,4.666116e-310,4.666116e-310
19.4,32.76607,0,0,0,4.666116e-310,4.666116e-310
19.41,32.76562,0,0,0,4.666116e-310,4.666116e-310
19.42,32.76518,0,0,0,4.666116e-310,4.666116e-310
19.43,32.76474,0,0,0,4.666116e-310,4.666116e-310
19.44,32.7643,0,0,0,4.666116e-310,4.666116e-310
19.45,32.76385,0,0,0,4.666116e-310,4.666116e-310
19.46,32.76341,0,0,0,4.666116e-310,4.666116e-310
19.47,32.76297,0,0,0,4.666116e-310,4.666116e-310
19.48,32.76252,0,0,0,4.666116e-310,4.666116e-310
19.49,32.76208,0,0,0,4.666116e-310,4.666116e-310
19.5,32.76164,0,0,0,4.666116e-310,4.666116e-310
19.51,32.7612,0,0,0,4.666116e-310,4.666116e-310
19.52,32.76075,0,0,0,4.666116e-310,4.666116e-310
19.53,32.76031,0,0,0,4.666116e-310,4.666116e-310
19.54,32.75987,0,0,0,4.666116e-310,4.666116e-310
19.55,32.75943,0,0,0,4.666116e-310,4.666116e-310
19.56,32.75898,0,0,0,4.666116e-310,4.666116e-310
19.57,32.75854,0,0,0,4.666116e-310,4.666116e-310
19.58,32.7581,0,0,0,4.666116e-310,4.666116e-310
19.59,32.75766,0,0,0,4.666116e-310,4.666116e-310
19.6,32.75721,0,0,0,4.666116e-310,4.666116e-310
19.61,32.75677,0,0,0,4.666116e-310,4.666116e-310
19.62,32.75633,0,0,0,4.666116e-310,4.666116e-310
19.63,32.75588,0,0,0,4.666116e-310,4.666116e-310
19.64,32.75544,0,0,0,4.666116e-310,4.666116e-310
19.65,32.755,0,0,0,4.666116e-310,4.666116e-310
19.66,32.75456,0,0,0,4.666116e-310,4.666116e-310
19.67,32.75411,0,0,0,4.666116e-310,4.666116e-310
19.68,32.75367,0,0,0,4.666116e-310,4.666116e-310
19.69,32.75323,0,0,0,4.666116e-310,4.666116e-310
19.7,32.75279,0,0,0,4.666116e-310,4.666116e-310
19.71,32.75234,0,0,0,4.666116e-310,4.666116e-310
19.72,32.7519,0,0,0,4.666116e-310,4.666116e-310
19.73,32.75146,0,0,0,4.666116e-310,4.666116e-310
19.74,32.75102,0,0,0,4.666116e-310,4.666116e-310
19.75,32.75057,0,0,0,4.666116e-310,4.666116e-310
19.76,32.75013,0,0,0,4.666116e-310,4.666116e-310
19.77,32.74969,0,0,0,4.666116e-310,4.666116e-310
19.78,32.74925,0,0,0,4.666116e-310,4.666116e-310
19.79,32.7488,0,0,0,4.666116e-310,4.666116e-310
19.8,32.74836,0,0,0,4.666116e-310,4.666116e-310
19.81,32.74792,0,0,0,4.666116e-310,4.666116e-310
19.82,32.74748,0,0,0,4.666116e-310,4.666116e-310
19.83,32.74703,0,0,0,4.666116e-310,4.666116e-310
19.84,32.74659,0,0,0,4.666116e-310,4.666116e-310
19.85,32.74615,0,0,0,4.666116e-310,4.666116e-310
19.86,32.74571,0,0,0,4.666116e-310,4.666116e-310
19.87,32.74526,0,0,0,4.666116e-310,4.666116e-310
19.88,32.74482,0,0,0,4.666116e-310,4.666116e-310
19.89,32.74438,0,0,0,4.666116e-310,4.666116e-310
19.9,32.74394,0,0,0,4.666116e-310,4.666116e-310
19.91,32.74349,0,0,0,4.666116e-310,4.666116e-310
19.92,32.74305,0,0,0,4.666116e-310,4.666116e-310
19.93,32.74261,0,0,0,4.666116e-310,4.666116e-310
19.94,32.74217,0,0,0,4.666116e-310,4.666116e-310
19.95,32.74172,0,0,0,4.666116e-310,4.666116e-310
19.96,32.74128,0,0,0,4.666116e-310,4.666116e-310
19.97,32.74084,0,0,0,4.666116e-310,4.666116e-310
19.98,32.7404,0,0,0,4.666116e-310,4.666116e-310
19.99,32.73995,0,0,0,4.666116e-310,4.666116e-310
